code,category,number,title,units,desc
FRENCH 362-0,FRENCH,362-0,African Literatures and Cultures,1,"Major issues, trends, and authors from francophone Africa. Content varies; may include Shahrazade, narratives of gender relations, law and literature, violence, and writing. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor.
 Advanced Expression Literature and Arts Foundational Discipline"
FRENCH 364-0,FRENCH,364-0,Caribbean Literatures and Cultures,1,"Major issues, trends, and authors from the francophone Caribbean and its diasporas. Content varies; may include Caribbean women writers; slavery, history, and memory; Caribbean identities. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor.
Literature Fine Arts Distro Area"
FRENCH 365-0,FRENCH,365-0,The Maghreb and the Middle East,1,"Major issues in the literatures and cultures of North Africa and the Middle East. Content varies. May include exile in writing; politics of language and translation. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor.
Advanced Expression Global Perspectives on Power, Justice, and Equity Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 366-0,FRENCH,366-0,France and East Asia,1,"Interdisciplinary approaches to the history of French-East Asian relations, including French representations of East Asia. May include translation, japonisme, cinema, literary and philosophical avant-gardes, and culture and globalization. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor."
FRENCH 367-0,FRENCH,367-0,Transnational Francophone Studies,1,"Exploration of cultural production in various genres from the French-speaking world, with an emphasis on themes, ideas, and/or forms that traverse national and/or cultural boundaries. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor. May be repeated for credit when content changes.
Advanced Expression Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 371-0,FRENCH,371-0,"Giants, Cannibals, and Critique",1,"Analysis of works of Rabelais and Montaigne and their techniques of satire and social critique. Readings include related selections from Erasmus, More, La Boétie, and others. Advanced Expression Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 374-0,FRENCH,374-0,Proust,1,"Introduces the works of Marcel Proust, a central figure of European literature and thought. Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 375-0,FRENCH,375-0,French Film,1,"Topics in French cinema: for example, French classical cinema, the New Wave, postcolonial French film, the cinema of Marguerite Duras. Advanced Expression Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 376-0,FRENCH,376-0,Gender & Sexuality,1,"Major trends and perspectives in gender and sexuality studies such as first and second wave feminisms, lesbian writers, AIDS literature, queer theory, gender and orientalism, cross-cultural feminism. Literature Fine Arts Distro Area"
FRENCH 378-0,FRENCH,378-0,Contemporary Theory,1,Introduction to some major trends in contemporary French theory and the way they have influenced literary studies in the United States. Literature Fine Arts Distro Area
FRENCH 379-0,FRENCH,379-0,Topics in French Literature and Culture,1,"Advanced exploration of special topics in French studies. May be repeated for credit with change of topic. 
Prerequisite: consent of instructor.
Literature Fine Arts Distro Area"
FRENCH 380-0,FRENCH,380-0,Political & Social Thought in France,1,"Major political and social trends in France from the ancien régime to the 20th century. Content varies. May be repeated for credit with change of topic. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor.
Literature Fine Arts Distro Area"
FRENCH 384-0,FRENCH,384-0,Women Writing in French,1,"Analysis of texts by women authors with regard to their respective social, cultural, political, and historical contexts. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor.
Literature Fine Arts Distro Area"
FRENCH 386-0,FRENCH,386-0,Gender & Writing,1,"Issues of gender and sexuality in the production of literary and other creative texts in various historical periods. May be repeated for credit with change of topic. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor.
Advanced Expression Global Perspectives on Power, Justice, and Equity Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 390-0,FRENCH,390-0,Topics in Literature and Culture,1,"Topics, issues, and questions in French and francophone culture. Content varies; may include French and francophone cinema, the intellectual in France. May be repeated for credit with change of topic. 
Prerequisite: FRENCH 271-0, FRENCH 272-0, or FRENCH 273-0, or consent of instructor.
Advanced Expression Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 391-0,FRENCH,391-0,Theory and Practice of Translation,1,"Intercultural communication through analysis of translation theories and translated works; translation exercises. Content varies; genres may include prose, poetry, graphic novels, and theater. 
Prerequisite: FRENCH 301-0, FRENCH 302-0, study abroad, or consent of instructor."
FRENCH 393-0,FRENCH,393-0,Foreign Language Teaching: Theory and Practice,1,"Theoretical foundation and practical applications of second-language acquisition and applied linguistics. Analysis and design of pedagogical materials. Self-reflection and analysis of teaching style and teaching philosophy. 
Prerequisite: senior status or consent of instructor."
FRENCH 395-0,FRENCH,395-0,Advanced Studies in Culture and Thought,1,"Theoretical perspectives and paradigms for understanding culture through in-depth study of a historical, cultural, or theoretical issue or of a literary or artistic work. Independent term paper. 
Prerequisite: senior status or consent of undergraduate advisor.
Advanced Expression Global Perspectives on Power, Justice, and Equity Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
FRENCH 399-0,FRENCH,399-0,Independent Study,1,Independent reading and research. Topics arranged through consultation with an instructor and approval of the department.
