code,category,number,title,units,desc
SOCIOL 216-0,SOCIOL,216-0,Gender and Society,1,"How our society creates ideas of what gender and gender-appropriate behaviors are. How these ideas are linked to sexuality and relationships, and how they become part of political conflict. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 218-0,SOCIOL,218-0,Education and Inequality: Focus on Chicago,1,"Causes and consequences of educational inequality. History, educational outcomes, and recent reform efforts of Chicago Public Schools. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 220-0,SOCIOL,220-0,"Health, Biomedicine, Culture, and Society",1,"Provides a broad introduction to controversies surrounding health and biomedicine by analyzing culture, politics, values, and social institutions. Taught with HUM 220-0; may not receive credit for both courses. Ethics Values Distro Area Interdisciplinary Distro - See Rules Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 223-0,SOCIOL,223-0,Masculinities and Society,1,"Introduction to the foundational theory and research in the field of masculinities studies. How is masculinity constructed through interactions with institutions, individuals, and social structure? Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 226-0,SOCIOL,226-0,Sociological Analysis,1,"Logic and methods of social research, qualitative and quantitative analysis of social data, and ethical, political, and policy issues in social research. Foundation for further work in social research."
SOCIOL 227-0,SOCIOL,227-0,Legal Studies Research Methods,1,"Introduction to research methodologies used in interdisciplinary legal studies, including jurisprudence and legal reasoning, qualitative and quantitative social science methods, and historical and textual analysis. SOCIOL 227-0 and LEGAL_ST 207-0 are taught together; may not receive credit for both courses. 
Prerequisite: LEGAL_ST 206-0 or SOCIOL 206-0.
Advanced Expression Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 232-0,SOCIOL,232-0,Sexuality and Society,1,"Examination of the role of sexuality in the cultural, economic, political, and social organization of the United States. Sex work, sex tourism, sexual migration, LGBT social movements, and moral panics. SOCIOL 232-0 is taught with GNDR_ST 232-0; may not receive credit for both courses. Social Behavioral Sciences Distro Area"
SOCIOL 235-0,SOCIOL,235-0,Critical Thought on Race and Ethnicity,1,"This course examines historical and contemporary manifestations racism, ethnocentrism, nationalism, ancestry, difference, and privilege. Lectures and readings focus on practices of racialization (how individuals/groups are sorted into races), and the development of global and local racial paradigms (the rules of race-making and racial assignment), and finally centers on why these denigrating mechanisms are so difficult to eradicate. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 276-0,SOCIOL,276-0,Introductory Topics in Sociology,1,Introduction to different key issues in the field. Topics vary. May be repeated for credit with a different topic. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl
SOCIOL 277-0,SOCIOL,277-0,Native Society: Past and Present,1,Provides an overview of the culture and history of Native groups and how these histories influence modern Native America. Explores the current economic and social experiences of Indians and tribes. Historical Studies Distro Area Interdisciplinary Distro - See Rules Social Behavioral Sciences Distro Area
SOCIOL 288-0,SOCIOL,288-0,Institutions and Society,1,"Institutions in a broad societal context. How institutional frameworks apply to government, family, education, and the environment; implications of institutions. POLI_SCI 388-0 and SOCIOL 288-0 are taught together; may not receive credit for both courses. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 301-0,SOCIOL,301-0,The City: Urbanization and Urbanism,1,"Theories of urbanization, housing, jobs, race and class, segregation, community and social networks politics, reform policies and planning. Research projects. Social Behavioral Sciences Distro Area"
SOCIOL 302-0,SOCIOL,302-0,Sociology of Organizations,1,"Structure and function of formal organizations, especially in business and government. Stratification, social control, and conflict. Discretion, rules, and information in achieving goals. Modes of participation. Development of informal norms. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 303-0,SOCIOL,303-0,Analysis and Interpretation of Social Data,1,"Introduction to quantitative methods: the interpretation of descriptive statistics, relationships between variables, multiple regression, and the logic of inferential statistics. Empirical and Deductive Reasoning Foundational Dis Formal Studies Distro Area"
SOCIOL 304-0,SOCIOL,304-0,Politics of Racial Knowledge,1,"Major developments in the history of racial knowledge, from Enlightenment philosophy to contemporary genomics. The intersection of politics and science in creating notions of race. Students are encouraged to take SOCIOL 208-0 prior to enrolling. Social Behavioral Sciences Distro Area"
SOCIOL 305-0,SOCIOL,305-0,Population Dynamics,1,"Social causes and consequences of population dynamics (fertility, mortality, marriage, divorce, migration) and population structures (age, sex, size, density). Relationship between population changes and health, environmental, and economic outcomes. Global Perspectives on Power, Justice, and Equity Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 306-0,SOCIOL,306-0,Sociological Theory,1,Sociological perspectives developed by classic theorists. Elucidation and testing of sociological principles in contemporary research. Primarily for sociology majors. Open to others with consent of instructor. Advanced Expression
SOCIOL 307-0,SOCIOL,307-0,School and Society,1,"Reciprocal influences between formal institutions of education and the broader society from different theoretical perspectives. Internal organization of schools, inequality in educational settings and outcomes by gender, class, and race/ethnicity. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 309-0,SOCIOL,309-0,Political Sociology,1,"Selected topics in political economy and sociology: revolutions, the development of the modern state, third world development, international conflict, politics of memory and civil society. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 310-0,SOCIOL,310-0,Sociology of the Family,1,"Influence of socioeconomic and other structural and cultural resources and constraints on family structure and dynamics. Historical and comparative perspectives on the modern family. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 311-0,SOCIOL,311-0,"Food, Politics and Society",1,"Social groups, institutions, and policies shaping food production, distribution, and consumption around the world; their social and environmental consequences. Alternatives to existing food systems. SOCIOL 311-0 and ENVR_POL 311-0 are taught together; may not receive credit for both courses. Social Behavioral Sciences Distro Area"
SOCIOL 314-0,SOCIOL,314-0,Sociology of Religion,1,"Sociological approach to the study of American religion. Communities, practices, race, gender, and politics in the shaping of religion. Social Behavioral Sciences Distro Area"
SOCIOL 316-0,SOCIOL,316-0,Economic Sociology,1,"Sociological approach to production, distribution, consumption, and markets. Classic and contemporary approaches to the economy compared across social science disciplines. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 317-0,SOCIOL,317-0,Global Development,1,"Exploration of the economic and social changes constituting development, focusing on comparison between the historical experience in Europe and more recent processes in Africa, Asia, and Latin America. SOCIOL 317-0 and POLI_SCI 352-0 are taught together; may not receive credit for both courses. Global Perspectives on Power, Justice, and Equity Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 318-0,SOCIOL,318-0,Sociology of Law,1,"Sociological analysis of legal institutions such as courts, the police, and lawyers. Law, inequality, and social change. SOCIOL 318-0 is taught with LEGAL_ST 308-0; may not receive credit for both courses. Advanced Expression Ethical and Evaluative Thinking Foundational Disci Ethics Values Distro Area Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 319-0,SOCIOL,319-0,Sociology of Science,1,"Science as social system. Personality, class, and cultural factors in scientific development, creativity, choice of role, simultaneous invention, and priority disputes. Social effects on objectivity and bias. Social Behavioral Sciences Distro Area"
SOCIOL 320-0,SOCIOL,320-0,"Gender, Health, and Medicine",1,"Examination of the way gender organizes health and medicine, as well as how the medical system and health practices create and organize gender. Advanced Expression Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 321-0,SOCIOL,321-0,"Numbers, Identity & Modernity: How Calculation Shapes Who We Are & What We Know",1,"Investigation of how we make and use numbers, how we know ourselves through numbers, the kinds of authority we grant to numbers, and how numbers inform our ethics. Ethics Values Distro Area Interdisciplinary Distro - See Rules Social Behavioral Sciences Distro Area"
SOCIOL 322-0,SOCIOL,322-0,Sociology of Immigration,1,"Sociological approach to immigration addressing such issues as assimilation, race/ethnicity, gender, transnationalism. Social Behavioral Sciences Distro Area"
SOCIOL 323-0,SOCIOL,323-0,American Subcultures and Ethnic Groups,1,"Differentiation, organization, and stratification by ethnicity, race, lifestyle, and other traits. Maintenance of subgroup boundaries and distinctiveness. Consequences of difference: identity, political and economic participation, group solidarity. Social Behavioral Sciences Distro Area"
SOCIOL 324-0,SOCIOL,324-0,Global Capitalism,1,"Sociological aspects of the rise of industrial capitalism. Rise of industrial capitalism in Europe, different forms of capitalism across the world, and consequences for poverty and inequality. Development and underdevelopment. Historical Studies Distro Area Interdisciplinary Distro - See Rules Social Behavioral Sciences Distro Area"
SOCIOL 325-0,SOCIOL,325-0,Global & Local Inequalities,1,"Inequalities in economic and social status, including in income, health, politics, social policy, the family, gender, and race. Contemporary US focus but also historical and global trends. Social Behavioral Sciences Distro Area"
SOCIOL 327-0,SOCIOL,327-0,Youth and Society,1,"How modern definitions of childhood and adolescence have evolved. Diversity across the lives of young people today and the development of social networks and transitions to adulthood. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 328-0,SOCIOL,328-0,Inequality & American Society,1,"Introduction to research on social stratification and inequality, focusing on American society. Theories of distributive justice, trends, intergenerational mobility, gender and race inequality, causes and consequences of inequalities. Social Behavioral Sciences Distro Area"
SOCIOL 329-0,SOCIOL,329-0,Field Research and Methods of Data Collection,1,Practicum in firsthand data collection using observation and structured and unstructured interviewing. Issues of reliability and validity and qualitative analysis. Advanced Expression
SOCIOL 330-0,SOCIOL,330-0,"Law, Markets, and Globalization",1,"The role of national and international law in recent economic globalization trends, global convergence in law, legal transplants, globalization and the environment. Social Behavioral Sciences Distro Area"
SOCIOL 331-0,SOCIOL,331-0,"Markets, Hierarchies & Democracies",1,The forms and social structures for making economic and political decisions in modern societies. Social Behavioral Sciences Distro Area
SOCIOL 332-0,SOCIOL,332-0,"Capitalism, Labor, and Gender",1,"Sociological perspectives on labor in the context of capitalism. Labor, gender, class, race, status, and power. Production, reproduction, technology, and occupational structure; organization of workplace. Social Behavioral Sciences Distro Area"
SOCIOL 334-0,SOCIOL,334-0,Social Protest and Social Change Around the World,1,How and why social protests can initiate major social change within societies and social groups around the world. Social Behavioral Sciences Distro Area
SOCIOL 335-0,SOCIOL,335-0,Sociology of Rational Decision Making,1,Analysis of the role played by numerical and quantitative information in organizational decision making in the private and public sectors. Social Behavioral Sciences Distro Area
SOCIOL 336-0,SOCIOL,336-0,"The Climate Crisis, Policies, and Society",1,"Examination of main impacts of climate change and of different perspectives toward mitigation and adaptation: market-based, institutionalist, bio-environmentalist, social movement, and climate justice. SOCIOL 336-0 and ENVR_POL 336-0 are taught together; may not receive credit for both courses. Social Behavioral Sciences Distro Area"
SOCIOL 343-0,SOCIOL,343-0,Social Networks,1,"Introduction to the basic concepts of network analysis. Insights about social networks impacts on families, careers, health, politics, and economic life. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL 345-0,SOCIOL,345-0,Class and Culture,1,"The role that culture plays in the formation and reproduction of social classes. Class socialization, culture and class boundaries, class identities and class consciousness, culture and class action. Social Behavioral Sciences Distro Area"
SOCIOL 348-0,SOCIOL,348-0,"Race, Politics, and the Law",1,"Current role of race and racism from multiple disciplinary perspectives. Application to contemporary legal and political issues. How law deals with racial inequality. LEGAL_ST 348-0 and SOCIOL 348-0 are taught together; may not receive credit for both courses. 
Prerequisite: LEGAL_ST 206-0, SOCIOL 206-0, SOCIOL 208-0, LEGAL_ST 308-0, or SOCIOL 318-0.
Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 356-0,SOCIOL,356-0,Sociology of Gender,1,"Gender and issues of social reproduction and social change with sexuality and reproduction emphasized. Advanced Expression Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL 376-0,SOCIOL,376-0,Topics in Sociological Analysis,1,Advanced work on special topics in sociological study. May be repeated for credit with different topic. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl
SOCIOL 379-0,SOCIOL,379-0,Understanding Genocide,1,"Key debates in the comparative study of genocide. Why genocide occurs, why people become killers, how these processes relate to each other. POLI_SCI 389-0 and SOCIOL 379-0 are taught together; may not receive credit for both courses. Social Behavioral Sciences Distro Area"
SOCIOL 392-0,SOCIOL,392-0,Seminars,1,Close focus on key issues in sociology. In-depth analyses of a range of current social issues from a sociological perspective with focus on development of critical thinking and research skills. Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl
SOCIOL 398-1,SOCIOL,398-1,Senior Research Seminar,1,Independent research projects carried out under faculty supervision. Advanced Expression
SOCIOL 398-2,SOCIOL,398-2,Senior Research Seminar,1,"Independent research projects carried out under faculty supervision. 
Prerequisite: B- or better in SOCIOL 398-1.
 Advanced Expression"
SOCIOL 399-0,SOCIOL,399-0,Independent Study,1,Consent of department required. May reenroll for consecutive quarters.
