code,category,number,title,units,desc
ANTHRO 373-0,ANTHRO,373-0,Power and Culture in American Cities,1,"ANTHRO 373-0 Power and Culture in American Cities (1 Unit) 
Prerequisite: 100-or 200-level cultural anthropology or sociology course or consent of instructor.
Social Behavioral Sciences Distro Area"
ANTHRO 375-0,ANTHRO,375-0,Advanced Methods in Forensic Anthropology,1,"This course provides a review of advanced methods in forensic anthropology. We will discuss the full range of issues associated with human skeletal identification from biological profile construction to trauma analysis. This class will include discussion of relevant literature in forensic anthropology and hands-on, dry lab activity to better appreciate the reality of practitioners in the field. Natural Sciences Distro Area Natural Sciences Foundational Discipline"
ANTHRO 377-0,ANTHRO,377-0,Psychological Anthropology,1,"ANTHRO 377-0 Psychological Anthropology (1 Unit) 
Prerequisite: introductory survey course in psychology or anthropology or consent of instructor.
Social Behavioral Sciences Distro Area"
ANTHRO 378-0,ANTHRO,378-0,Law and Culture,1,"ANTHRO 378-0 Law and Culture (1 Unit) 
Prerequisite: 200-level anthropology course or consent of instructor.
Social Behavioral Sciences Distro Area"
ANTHRO 382-0,ANTHRO,382-0,Political Ecology,1,"ANTHRO 382-0 Political Ecology (1 Unit) Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
ANTHRO 383-0,ANTHRO,383-0,Environmental Anthropology,1,"ANTHRO 383-0 Environmental Anthropology (1 Unit) Global Perspectives on Power, Justice, and Equity Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
ANTHRO 384-0,ANTHRO,384-0,"Traveling While Muslim: Islam, Mobility, and Security after 9/11",1,"What are the stakes of traveling while Muslim in that post 9/11 era of racing Islam? How do we come to understand such mobility? In probing these questions, amongst others, in this seminar we aim to examine the interlocked relationship between Islam, mobility and security. Social Behavioral Sciences Distro Area"
ANTHRO 386-0,ANTHRO,386-0,Methods in Human Biology Research,1,"ANTHRO 386-0 Methods in Human Biology Research (1 Unit) 
Prerequisite: ANTHRO 213-0 or consent of instructor.
Advanced Expression Natural Sciences Distro Area Natural Sciences Foundational Discipline"
ANTHRO 389-0,ANTHRO,389-0,Ethnographic Methods and Analysis,1,"ANTHRO 389-0 Ethnographic Methods and Analysis (1 Unit) 
Prerequisites: ANTHRO 211-0 and ANTHRO 215-0.
Advanced Expression Social Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
ANTHRO 390-0,ANTHRO,390-0,Topics In Anthropology,1,ANTHRO 390-0 Topics In Anthropology (1 Unit)  
ANTHRO 398-0,ANTHRO,398-0,Senior Seminar,1,Supervised group discussion of research during preparation of the senior thesis project. Advanced Expression
ANTHRO 399-0,ANTHRO,399-0,Independent Study,1,Open with consent of department to juniors and seniors who have completed with distinction at least 2 courses or the equivalent in anthropology. Under direction of individual members of department.
