code,category,number,title,units,desc
PHIL 273-2,PHIL,273-2,The Brady Scholars Program: The Good Life,1,"Course asking questions such as what it takes for a human life to go well, the nature of happiness, the role of pleasure, what makes lives meaningful, rich, flourishing, what human dignity consists in. Ethical and Evaluative Thinking Foundational Disci Ethics Values Distro Area"
PHIL 273-3,PHIL,273-3,The Brady Scholars Program: The Good Society,1,"Course investigating domestic and international questions, such as whether democracy is the most legitimate form of government, what obligations national states have to others, the role of peace, international inequality. Ethical and Evaluative Thinking Foundational Disci Ethics Values Distro Area"
PHIL 275-0,PHIL,275-0,Climate Change and Sustainability: Ethical Dimensions,1,"Interdisciplinary analysis of ethical issues concerning climate change; resource use, conservation practices, and sustainability. ISEN 230-0 is taught with PHIL 275-0; students may not earn credit for both courses. Ethical and Evaluative Thinking Foundational Disci Ethics Values Distro Area Global Perspectives on Power, Justice, and Equity"
PHIL 280-0,PHIL,280-0,Introduction to the Philosophy of Art,1,"Introduction to major themes and theories in the philosophy of art, including questions concerning the nature of taste, beauty, art, and artistic creativity. May also be taught as an introduction to the philosophy and theory of one or several of the arts, e.g. philosophy of film, philosophy of figurative art, etc. Literature Fine Arts Distro Area Literature and Arts Foundational Discipline"
PHIL 310-0,PHIL,310-0,Studies in Ancient Philosophy,1,PHIL 310-0 Studies in Ancient Philosophy (1 Unit)  
PHIL 311-0,PHIL,311-0,Studies in Medieval Philosophy,1,PHIL 311-0 Studies in Medieval Philosophy (1 Unit)  
PHIL 312-0,PHIL,312-0,Studies in Modern Philosophy,1,PHIL 312-0 Studies in Modern Philosophy (1 Unit)  
PHIL 313-1,PHIL,313-1,Kant's 'Critique of Pure Reason' I,1,PHIL 313-1 Kant's 'Critique of Pure Reason' I (1 Unit)  
PHIL 313-2,PHIL,313-2,Kant's 'Critique of Pure Reason' II,1,PHIL 313-2 Kant's 'Critique of Pure Reason' II (1 Unit)  
PHIL 314-0,PHIL,314-0,Studies in German Philosophy,1,PHIL 314-0 Studies in German Philosophy (1 Unit)  
PHIL 315-0,PHIL,315-0,Studies in French Philosophy,1,PHIL 315-0 Studies in French Philosophy (1 Unit)  
PHIL 317-0,PHIL,317-0,Studies in 19th and 20th Century Philosophy,1,PHIL 317-0 Studies in 19th and 20th Century Philosophy (1 Unit)  
PHIL 318-0,PHIL,318-0,Studies in Contemporary Philosophy,1,PHIL 318-0 Studies in Contemporary Philosophy (1 Unit)  
PHIL 319-0,PHIL,319-0,Existentialism and Its Sources,1,PHIL 319-0 Existentialism and Its Sources (1 Unit)  
PHIL 321-0,PHIL,321-0,Philosophy & Gender,1,PHIL 321-0 Philosophy & Gender (1 Unit)  
PHIL 324-0,PHIL,324-0,Studies in African American Philosophy,1,PHIL 324-0 Studies in African American Philosophy (1 Unit)  
PHIL 325-0,PHIL,325-0,Philosophy of Mind,1,PHIL 325-0 Philosophy of Mind (1 Unit)  
PHIL 326-0,PHIL,326-0,Topics in Philosophy of Medicine,1,PHIL 326-0 Topics in Philosophy of Medicine (1 Unit) Ethical and Evaluative Thinking Foundational Disci Ethics Values Distro Area
PHIL 327-0,PHIL,327-0,Philosophy of Psychology,1,PHIL 327-0 Philosophy of Psychology (1 Unit)  
PHIL 328-0,PHIL,328-0,Classics of Analytic Philosophy,1,PHIL 328-0 Classics of Analytic Philosophy (1 Unit)  
PHIL 330-0,PHIL,330-0,Practical Reasoning and Choice,1,PHIL 330-0 Practical Reasoning and Choice (1 Unit)  
PHIL 350-0,PHIL,350-0,Advanced Logic,1,"PHIL 350-0 Advanced Logic (1 Unit) 
Prerequisite: PHIL 150-0."
PHIL 351-0,PHIL,351-0,Advanced Topics in Philosophical Logic,1,"PHIL 351-0 Advanced Topics in Philosophical Logic (1 Unit) 
Prerequisite: PHIL 250-0."
PHIL 352-0,PHIL,352-0,Philosophy of Mathematics,1,PHIL 352-0 Philosophy of Mathematics (1 Unit)  
PHIL 353-0,PHIL,353-0,Philosophy of Language,1,PHIL 353-0 Philosophy of Language (1 Unit)  
PHIL 355-0,PHIL,355-0,Scientific Method in the Social Sciences,1,PHIL 355-0 Scientific Method in the Social Sciences (1 Unit)  
PHIL 357-0,PHIL,357-0,Topics in Metaphysics and Epistemology,1,PHIL 357-0 Topics in Metaphysics and Epistemology (1 Unit)  
PHIL 358-0,PHIL,358-0,Epistemology,1,PHIL 358-0 Epistemology (1 Unit)  
PHIL 359-0,PHIL,359-0,Studies in Metaphysics,1,PHIL 359-0 Studies in Metaphysics (1 Unit)  
PHIL 360-0,PHIL,360-0,Topics in Moral Philosophy,1,PHIL 360-0 Topics in Moral Philosophy (1 Unit)  
PHIL 361-0,PHIL,361-0,Topics in Social and Political Philosophy,1,PHIL 361-0 Topics in Social and Political Philosophy (1 Unit)  
PHIL 362-0,PHIL,362-0,Studies in the History of Ethical and Political Theory,1,PHIL 362-0 Studies in the History of Ethical and Political Theory (1 Unit)  
PHIL 363-0,PHIL,363-0,Kant's Moral Theory,1,PHIL 363-0 Kant's Moral Theory (1 Unit) Ethics Values Distro Area
PHIL 364-0,PHIL,364-0,Business and Professional Ethics,1,PHIL 364-0 Business and Professional Ethics (1 Unit) Advanced Expression Ethical and Evaluative Thinking Foundational Disci Ethics Values Distro Area
PHIL 366-0,PHIL,366-0,Advanced Studies in the Philosophy of Religion,1,PHIL 366-0 Advanced Studies in the Philosophy of Religion (1 Unit)  
PHIL 370-0,PHIL,370-0,Philosophy & Literature,1,PHIL 370-0 Philosophy & Literature (1 Unit)  
PHIL 373-1,PHIL,373-1,The Brady Scholars Program: The Civically Engaged Life,0.5,"Students in the Brady Scholars Program meet at least once each week, among themselves and with civic leaders, to plan  their  community service project, and to bring it to completion."
PHIL 373-2,PHIL,373-2,The Brady Scholars Program: The Civically Engaged Life,0.5,
PHIL 375-0,PHIL,375-0,Issues in Environmental Philosophy,1,"Interdisciplinary analysis of a contemporary issue, individual philosopher, or school of thought in environmental philosophy. PHIL 375-0 taught also as ISEN 375-0. Advanced Expression Ethical and Evaluative Thinking Foundational Disci Ethics Values Distro Area Global Perspectives on Power, Justice, and Equity"
PHIL 380-0,PHIL,380-0,Philosophy of Art,1,PHIL 380-0 Philosophy of Art (1 Unit) Advanced Expression
PHIL 390-0,PHIL,390-0,Special Topics In Philosophy,1,PHIL 390-0 Special Topics In Philosophy (1 Unit)  
PHIL 397-0,PHIL,397-0,HONKOL -- Advanced research methods in philosophy Honors Colloquium,1,"This course provides students as they design, research, and write their senior thesis with a group-research experience to refine their methods. Students will engage with each other’s research and the Honors Convener to improve research methods to arrive at professional philosophical work. Each student presents their research project, and upon completion receives critical discussion of their presentation of research."
PHIL 398-1,PHIL,398-1,Senior Tutorial,1,"Senior thesis. Grade of K given in PHIL 398-1. 
Prerequisite: consent of instructor.
 Advanced Expression"
PHIL 398-2,PHIL,398-2,Senior Tutorial,1,"Senior thesis. Grade of K given in PHIL 398-1. 
Prerequisite: consent of instructor.
 Advanced Expression"
PHIL 399-0,PHIL,399-0,Independent Study,1,Open to properly qualified students with consent of instructor. Can only be applied to Major or Minor after approval of DUS upon student's petition with dept form.
